celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_n_judges,week1_total_score,week1_normalized,week1_pct,week2_n_judges,week2_total_score,week2_normalized,week2_pct,week3_n_judges,week3_total_score,week3_normalized,week3_pct,week4_n_judges,week4_total_score,week4_normalized,week4_pct,week5_n_judges,week5_total_score,week5_normalized,week5_pct,week6_n_judges,week6_total_score,week6_normalized,week6_pct,week7_n_judges,week7_total_score,week7_normalized,week7_pct,week8_n_judges,week8_total_score,week8_normalized,week8_pct,week9_n_judges,week9_total_score,week9_normalized,week9_pct,week10_n_judges,week10_total_score,week10_normalized,week10_pct,week11_n_judges,week11_total_score,week11_normalized,week11_pct
Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,9.0,8.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,9.0,9.0,10.0,,9.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,26.0,0.8666666666666667,86.67,3,26.0,0.8666666666666667,86.67,3,27.0,0.9,90.0,3,30.0,1.0,100.0,3,28.0,0.9333333333333333,93.33,3,25.0,0.8333333333333334,83.33,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,7.0,7.0,7.0,,7.0,7.0,7.0,,9.0,8.0,9.0,,8.0,10.0,9.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,8.5,8.5,9.5,,8.5,8.5,8.0,,9.5,10.0,9.5,,0.0,0.0,0.0,,,,,,3,21.0,0.7,70.0,3,21.0,0.7,70.0,3,26.0,0.8666666666666667,86.67,3,27.0,0.9,90.0,3,25.0,0.8333333333333334,83.33,3,27.0,0.9,90.0,3,26.5,0.8833333333333333,88.33,3,25.0,0.8333333333333334,83.33,3,29.0,0.9666666666666667,96.67,0,0.0,,,0,0.0,,
Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,5,Eliminated Week 4,9,6.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,18.0,0.6,60.0,3,21.0,0.7,70.0,3,21.0,0.7,70.0,3,23.0,0.7666666666666667,76.67,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Josie Maran,Alec Mazo,Model,California,United States,29,5,Eliminated Week 1,12,6.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,16.0,0.5333333333333333,53.33,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Albert Reed,Anna Trebunskaya,Model,Florida,United States,22,5,Eliminated Week 2,11,7.0,7.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,21.0,0.7,70.0,3,21.0,0.7,70.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,5,1st Place,1,8.0,9.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,7.0,8.0,,9.0,10.0,9.0,,9.0,8.5,8.5,,9.5,9.5,9.5,,10.0,10.0,10.0,,9.0,9.3333,9.6666,,,,,,3,25.0,0.8333333333333334,83.33,3,27.0,0.9,90.0,3,24.0,0.8,80.0,3,27.0,0.9,90.0,3,23.0,0.7666666666666667,76.67,3,28.0,0.9333333333333333,93.33,3,26.0,0.8666666666666667,86.67,3,28.5,0.95,95.0,3,30.0,1.0,100.0,3,27.999900000000004,0.9333300000000001,93.33,0,0.0,,
Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,8.0,8.0,8.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,8.0,9.0,9.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,9.0,9.0,9.0,,9.0,9.5,9.5,,10.0,10.0,10.0,,9.3333,9.3333,9.6666,,,,,,3,24.0,0.8,80.0,3,23.0,0.7666666666666667,76.67,3,27.0,0.9,90.0,3,26.0,0.8666666666666667,86.67,3,29.0,0.9666666666666667,96.67,3,30.0,1.0,100.0,3,27.0,0.9,90.0,3,28.0,0.9333333333333333,93.33,3,30.0,1.0,100.0,3,28.333199999999998,0.94444,94.44,0,0.0,,
Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,5,Eliminated Week 3,10,6.0,7.0,6.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,19.0,0.6333333333333333,63.33,3,15.0,0.5,50.0,3,18.0,0.6,60.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,9.0,8.0,,7.0,7.0,7.0,,8.0,8.0,7.0,,9.0,8.5,8.5,,8.0,8.5,8.0,,9.5,9.5,9.0,,8.0,7.5,7.5,,,,,,3,21.0,0.7,70.0,3,24.0,0.8,80.0,3,26.0,0.8666666666666667,86.67,3,26.0,0.8666666666666667,86.67,3,21.0,0.7,70.0,3,23.0,0.7666666666666667,76.67,3,26.0,0.8666666666666667,86.67,3,24.5,0.8166666666666667,81.67,3,28.0,0.9333333333333333,93.33,3,23.0,0.7666666666666667,76.67,0,0.0,,
Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,7.0,7.0,7.0,,6.0,6.0,6.0,,6.0,7.0,7.0,,7.0,8.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,21.0,0.7,70.0,3,18.0,0.6,60.0,3,20.0,0.6666666666666666,66.67,3,22.0,0.7333333333333333,73.33,3,21.0,0.7,70.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,7.0,7.0,7.0,,7.0,6.0,7.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,7.5,7.5,8.0,,10.0,9.0,9.5,,9.5,9.0,9.5,,9.0,8.0,9.0,,,,,,3,21.0,0.7,70.0,3,20.0,0.6666666666666666,66.67,3,25.0,0.8333333333333334,83.33,3,26.0,0.8666666666666667,86.67,3,23.0,0.7666666666666667,76.67,3,27.0,0.9,90.0,3,23.0,0.7666666666666667,76.67,3,28.5,0.95,95.0,3,28.0,0.9333333333333333,93.33,3,26.0,0.8666666666666667,86.67,0,0.0,,
Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,6.0,6.0,6.0,,6.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,18.0,0.6,60.0,3,16.0,0.5333333333333333,53.33,3,21.0,0.7,70.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,9.0,9.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,24.0,0.8,80.0,3,21.0,0.7,70.0,3,26.0,0.8666666666666667,86.67,3,22.0,0.7333333333333333,73.33,3,21.0,0.7,70.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,7.0,7.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,22.0,0.7333333333333333,73.33,3,24.0,0.8,80.0,3,21.0,0.7,70.0,3,24.0,0.8,80.0,3,22.0,0.7333333333333333,73.33,3,21.0,0.7,70.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,10.0,9.0,,8.0,8.0,7.0,,8.0,8.0,8.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,21.0,0.7,70.0,3,24.0,0.8,80.0,3,24.0,0.8,80.0,3,28.0,0.9333333333333333,93.33,3,23.0,0.7666666666666667,76.67,3,24.0,0.8,80.0,3,25.5,0.85,85.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,7.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.5,8.5,,8.5,8.0,8.5,,8.5,9.0,8.5,,0.0,0.0,0.0,,,,,,3,18.0,0.6,60.0,3,21.0,0.7,70.0,3,19.0,0.6333333333333333,63.33,3,24.0,0.8,80.0,3,24.0,0.8,80.0,3,26.0,0.8666666666666667,86.67,3,26.0,0.8666666666666667,86.67,3,25.0,0.8333333333333334,83.33,3,26.0,0.8666666666666667,86.67,0,0.0,,,0,0.0,,
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,7.0,8.0,7.0,,9.0,9.0,9.0,,8.0,7.0,8.0,,10.0,9.0,10.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.5,8.5,9.5,,9.0,8.0,9.0,,9.0,9.5,9.0,,9.5,9.5,9.5,,,,,,3,22.0,0.7333333333333333,73.33,3,27.0,0.9,90.0,3,23.0,0.7666666666666667,76.67,3,29.0,0.9666666666666667,96.67,3,27.0,0.9,90.0,3,24.0,0.8,80.0,3,27.5,0.9166666666666666,91.67,3,26.0,0.8666666666666667,86.67,3,27.5,0.9166666666666666,91.67,3,28.5,0.95,95.0,0,0.0,,
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,9.0,10.0,10.0,,10.0,10.0,10.0,,9.5,8.0,9.5,,8.5,9.5,9.5,,9.5,9.0,10.0,,10.0,10.0,10.0,,,,,,3,27.0,0.9,90.0,3,27.0,0.9,90.0,3,27.0,0.9,90.0,3,29.0,0.9666666666666667,96.67,3,29.0,0.9666666666666667,96.67,3,30.0,1.0,100.0,3,27.0,0.9,90.0,3,27.5,0.9166666666666666,91.67,3,28.5,0.95,95.0,3,30.0,1.0,100.0,0,0.0,,
Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,5.0,5.0,5.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,15.0,0.5,50.0,3,15.0,0.5,50.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,5.0,6.0,5.0,,6.0,6.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,16.0,0.5333333333333333,53.33,3,17.0,0.5666666666666667,56.67,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,5.0,5.0,5.0,,6.0,7.0,6.0,,7.0,7.0,7.0,,6.0,7.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,15.0,0.5,50.0,3,19.0,0.6333333333333333,63.33,3,21.0,0.7,70.0,3,19.0,0.6333333333333333,63.33,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,8.0,8.0,8.0,,9.0,8.0,9.0,,7.0,6.0,8.0,,8.0,7.0,9.0,,9.0,9.0,9.0,,9.0,9.0,10.0,,8.5,8.5,8.5,,9.0,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,24.0,0.8,80.0,3,26.0,0.8666666666666667,86.67,3,21.0,0.7,70.0,3,24.0,0.8,80.0,3,27.0,0.9,90.0,3,28.0,0.9333333333333333,93.33,3,25.5,0.85,85.0,3,26.5,0.8833333333333333,88.33,0,0.0,,,0,0.0,,,0,0.0,,
Ted McGinley,Inna Brayer,Actor/Actress,California,United States,50,7,Eliminated Week 1,12,6.0,6.0,6.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,18.5,0.6166666666666667,61.67,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,7,Eliminated Week 6,7,6.0,5.0,5.0,,5.0,5.0,5.0,,6.0,5.0,5.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,16.0,0.5333333333333333,53.33,3,15.0,0.5,50.0,3,16.0,0.5333333333333333,53.33,3,22.0,0.7333333333333333,73.33,3,21.0,0.7,70.0,3,15.0,0.5,50.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Susan Lucci,Tony Dovolani,Actor/Actress,New York,United States,61,7,Eliminated Week 7,6,6.0,6.0,6.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,8.0,8.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,18.5,0.6166666666666667,61.67,3,21.0,0.7,70.0,3,21.0,0.7,70.0,3,24.0,0.8,80.0,3,22.0,0.7333333333333333,73.33,3,23.0,0.7666666666666667,76.67,3,24.0,0.8,80.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18,7,Eliminated Week 9,4,7.0,6.5,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,8.0,8.0,,10.0,9.0,9.0,,8.0,8.0,7.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.5,7.5,,0.0,0.0,0.0,,,,,,3,20.5,0.6833333333333333,68.33,3,21.0,0.7,70.0,3,21.0,0.7,70.0,3,23.0,0.7666666666666667,76.67,3,28.0,0.9333333333333333,93.33,3,23.0,0.7666666666666667,76.67,3,22.0,0.7333333333333333,73.33,3,24.0,0.8,80.0,3,23.0,0.7666666666666667,76.67,0,0.0,,,0,0.0,,
Misty May-Treanor,Maksim Chmerkoskiy,Athlete,California,United States,31,7,Withdrew,10,6.5,7.5,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,21.0,0.7,70.0,3,21.0,0.7,70.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Maurice Greene,Cheryl Burke,Athlete,Kansas,United States,34,7,Eliminated Week 8,5,6.5,6.5,6.5,,7.0,6.0,6.0,,8.0,8.0,8.0,,6.0,7.0,7.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,8.0,9.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,19.5,0.65,65.0,3,19.0,0.6333333333333333,63.33,3,24.0,0.8,80.0,3,20.0,0.6666666666666666,66.67,3,27.0,0.9,90.0,3,21.0,0.7,70.0,3,25.0,0.8333333333333334,83.33,3,24.0,0.8,80.0,0,0.0,,,0,0.0,,,0,0.0,,
Warren Sapp,Kym Johnson,Athlete,Florida,United States,35,7,2nd Place,2,7.0,7.0,7.5,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,7.0,7.0,7.0,,9.5,8.5,9.0,,8.5,8.0,8.0,,9.0,9.5,9.0,,,,,,3,21.5,0.7166666666666667,71.67,3,24.0,0.8,80.0,3,25.0,0.8333333333333334,83.33,3,22.0,0.7333333333333333,73.33,3,25.0,0.8333333333333334,83.33,3,25.0,0.8333333333333334,83.33,3,21.0,0.7,70.0,3,27.0,0.9,90.0,3,24.5,0.8166666666666667,81.67,3,27.5,0.9166666666666666,91.67,0,0.0,,
Jeffrey Ross,Edyta Sliwinska,Comedian,New Jersey,United States,43,7,Eliminated Week 1,13,4.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,12.0,0.4,40.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Toni Braxton,Alec Mazo,Singer/Rapper,Maryland,United States,40,7,Eliminated Week 5,8,7.5,7.0,8.0,,7.0,8.0,8.0,,8.0,7.0,7.0,,7.0,7.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,22.5,0.75,75.0,3,23.0,0.7666666666666667,76.67,3,22.0,0.7333333333333333,73.33,3,22.0,0.7333333333333333,73.33,3,22.0,0.7333333333333333,73.33,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,7,3rd Place,3,7.5,6.0,8.0,,7.0,6.0,7.0,,8.0,7.0,7.0,,9.0,8.0,9.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,9.0,7.0,9.0,,8.5,7.5,9.0,,10.0,9.0,9.5,,9.0,9.0,9.5,,,,,,3,21.5,0.7166666666666667,71.67,3,20.0,0.6666666666666666,66.67,3,22.0,0.7333333333333333,73.33,3,26.0,0.8666666666666667,86.67,3,21.0,0.7,70.0,3,27.0,0.9,90.0,3,25.0,0.8333333333333334,83.33,3,25.0,0.8333333333333334,83.33,3,28.5,0.95,95.0,3,27.5,0.9166666666666666,91.67,0,0.0,,
Kim Kardashian,Mark Ballas,TV Personality,California,United States,27,7,Eliminated Week 2,11,6.0,6.5,6.0,,6.0,6.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,18.5,0.6166666666666667,61.67,3,17.0,0.5666666666666667,56.67,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41,7,Eliminated Week 4,9,6.0,5.5,6.0,,5.0,6.0,5.0,,7.0,7.0,6.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,17.5,0.5833333333333334,58.33,3,16.0,0.5333333333333333,53.33,3,20.0,0.6666666666666666,66.67,3,18.0,0.6,60.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,7,1st Place,1,8.0,8.0,8.5,,8.0,8.0,8.0,,9.0,10.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,10.0,8.0,,10.0,10.0,10.0,,9.5,8.5,9.5,,8.0,8.5,8.0,,10.0,10.0,10.0,,,,,,3,24.5,0.8166666666666667,81.67,3,24.0,0.8,80.0,3,28.0,0.9333333333333333,93.33,3,26.0,0.8666666666666667,86.67,3,29.0,0.9666666666666667,96.67,3,26.0,0.8666666666666667,86.67,3,30.0,1.0,100.0,3,27.5,0.9166666666666666,91.67,3,24.5,0.8166666666666667,81.67,3,30.0,1.0,100.0,0,0.0,,
Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,8,2nd Place,2,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,9.0,10.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,9.5,10.0,9.5,,3,24.0,0.8,80.0,3,27.0,0.9,90.0,3,27.0,0.9,90.0,3,30.0,1.0,100.0,3,29.0,0.9666666666666667,96.67,3,26.0,0.8666666666666667,86.67,3,27.0,0.9,90.0,3,27.5,0.9166666666666666,91.67,3,28.0,0.9333333333333333,93.33,3,30.0,1.0,100.0,3,29.0,0.9666666666666667,96.67
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,6.0,6.0,6.0,,7.0,7.0,7.0,,5.0,6.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3,18.0,0.6,60.0,3,21.0,0.7,70.0,3,16.0,0.5333333333333333,53.33,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,6.0,7.0,6.0,,6.0,5.0,6.0,,8.0,8.0,8.0,,8.0,7.0,7.0,,7.0,8.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3,19.0,0.6333333333333333,63.33,3,17.0,0.5666666666666667,56.67,3,24.0,0.8,80.0,3,22.0,0.7333333333333333,73.33,3,22.0,0.7333333333333333,73.33,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,6.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,7.0,5.0,7.0,,6.0,7.0,7.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3,16.0,0.5333333333333333,53.33,3,20.0,0.6666666666666666,66.67,3,20.0,0.6666666666666666,66.67,3,19.0,0.6333333333333333,63.33,3,20.0,0.6666666666666666,66.67,3,22.0,0.7333333333333333,73.33,3,21.0,0.7,70.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,Eliminated Week 10,4,5.0,4.0,5.0,,7.0,6.0,7.0,,8.0,8.0,7.0,,9.0,8.0,8.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,7.5,8.0,7.5,,8.0,8.0,8.0,,0.0,0.0,0.0,,3,14.0,0.4666666666666667,46.67,3,20.0,0.6666666666666666,66.67,3,23.0,0.7666666666666667,76.67,3,25.0,0.8333333333333334,83.33,3,21.0,0.7,70.0,3,18.0,0.6,60.0,3,24.0,0.8,80.0,3,26.0,0.8666666666666667,86.67,3,23.0,0.7666666666666667,76.67,3,24.0,0.8,80.0,0,0.0,,
